AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Illinois,All,2015-16,40,6.2,0,125,"2,024",99.3%
State,Illinois,All,2015-16,41,5.9,1,116,"1,970",96.7%
State,Illinois,All,2015-16,42,6.8,0,140,"2,064",> 100%
State,Illinois,All,2015-16,43,6.1,0,126,"2,082",> 100%
State,Illinois,All,2015-16,44,6.5,1,126,"1,949",95.7%
State,Illinois,All,2015-16,45,7.4,1,149,"2,029",99.6%
State,Illinois,All,2015-16,46,6,1,122,"2,055",> 100%
State,Illinois,All,2015-16,47,7.1,0,146,"2,067",> 100%
State,Illinois,All,2015-16,48,7.2,1,147,"2,049",> 100%
State,Illinois,All,2015-16,49,6.1,0,125,"2,066",> 100%
State,Illinois,All,2015-16,50,5.9,0,122,"2,055",> 100%
State,Illinois,All,2015-16,51,7,1,141,"2,043",> 100%
State,Illinois,All,2015-16,52,8.5,0,180,"2,120",> 100%
State,Illinois,All,2015-16,1,7.6,1,166,"2,184",> 100%
State,Illinois,All,2015-16,2,8,0,175,"2,185",> 100%
State,Illinois,All,2015-16,3,7,1,152,"2,173",> 100%
State,Illinois,All,2015-16,4,6.7,1,139,"2,102",> 100%
State,Illinois,All,2015-16,5,7.8,4,165,"2,169",> 100%
State,Illinois,All,2015-16,6,7.2,2,152,"2,153",> 100%
State,Illinois,All,2015-16,7,7,1,158,"2,265",> 100%
State,Illinois,All,2015-16,8,8.2,5,174,"2,172",> 100%
State,Illinois,All,2015-16,9,8,18,155,"2,173",> 100%
State,Illinois,All,2015-16,10,7.1,16,140,"2,199",> 100%
State,Illinois,All,2015-16,11,8.8,24,153,"2,017",99%
State,Illinois,All,2015-16,12,8.3,10,167,"2,139",> 100%
State,Illinois,All,2015-16,13,7.1,10,138,"2,073",> 100%
State,Illinois,All,2015-16,14,7.4,4,149,"2,062",> 100%
State,Illinois,All,2015-16,15,7.5,5,150,"2,069",> 100%
State,Illinois,All,2015-16,16,7.7,2,160,"2,095",> 100%
State,Illinois,All,2015-16,17,6.2,1,117,"1,891",92.8%
State,Illinois,All,2015-16,18,7.2,3,142,"2,009",98.6%
State,Illinois,All,2015-16,19,6.1,0,120,"1,979",97.1%
State,Illinois,All,2015-16,20,7.7,2,153,"2,001",98.2%
State,Illinois,All,2015-16,21,5.8,0,115,"1,970",96.7%
State,Illinois,All,2015-16,22,5.9,2,113,"1,938",95.1%
State,Illinois,All,2015-16,23,7.3,0,141,"1,944",95.4%
State,Illinois,All,2015-16,24,5.6,0,106,"1,883",92.4%
State,Illinois,All,2015-16,25,6,1,120,"2,015",98.9%
State,Illinois,All,2015-16,26,6.9,1,132,"1,915",94%
State,Illinois,All,2015-16,27,5.9,0,118,"1,991",97.7%
State,Illinois,All,2015-16,28,5.4,0,103,"1,897",93.1%
State,Illinois,All,2015-16,29,5.5,0,107,"1,954",95.9%
State,Illinois,All,2015-16,30,5.5,0,108,"1,951",95.8%
State,Illinois,All,2015-16,31,5.2,1,100,"1,938",95.1%
State,Illinois,All,2015-16,32,5.2,0,99,"1,887",92.6%
State,Illinois,All,2015-16,33,6.2,0,120,"1,949",95.7%
State,Illinois,All,2015-16,34,6.1,0,121,"1,982",97.3%
State,Illinois,All,2015-16,35,5.5,0,105,"1,919",94.2%
State,Illinois,All,2015-16,36,6.5,0,129,"1,993",97.8%
State,Illinois,All,2015-16,37,6.6,0,126,"1,910",93.7%
State,Illinois,All,2015-16,38,6.4,0,131,"2,032",99.7%
State,Illinois,All,2015-16,39,5.7,0,113,"1,994",97.9%
State,Illinois,All,2016-17,40,6.5,0,129,"1,996",98%
State,Illinois,All,2016-17,41,7.3,0,150,"2,052",> 100%
State,Illinois,All,2016-17,42,5.9,1,113,"1,926",94.5%
State,Illinois,All,2016-17,43,6.6,1,136,"2,063",> 100%
State,Illinois,All,2016-17,44,5.9,1,120,"2,043",> 100%
State,Illinois,All,2016-17,45,6.1,0,121,"1,978",97.1%
State,Illinois,All,2016-17,46,6,0,127,"2,106",> 100%
State,Illinois,All,2016-17,47,5.7,1,115,"2,032",99.7%
State,Illinois,All,2016-17,48,6,0,123,"2,056",> 100%
State,Illinois,All,2016-17,49,5.6,2,118,"2,154",> 100%
State,Illinois,All,2016-17,50,6.1,0,140,"2,292",> 100%
State,Illinois,All,2016-17,51,7.3,0,165,"2,247",> 100%
State,Illinois,All,2016-17,52,7.6,3,172,"2,296",> 100%
State,Illinois,All,2016-17,1,7.6,3,168,"2,256",> 100%
State,Illinois,All,2016-17,2,7.8,8,178,"2,396",> 100%
State,Illinois,All,2016-17,3,8.1,9,182,"2,366",> 100%
State,Illinois,All,2016-17,4,8.1,8,175,"2,246",> 100%
State,Illinois,All,2016-17,5,7.2,8,157,"2,300",> 100%
State,Illinois,All,2016-17,6,9.4,17,204,"2,351",> 100%
State,Illinois,All,2016-17,7,8.4,18,178,"2,345",> 100%
State,Illinois,All,2016-17,8,8,22,162,"2,294",> 100%
State,Illinois,All,2016-17,9,8.7,17,176,"2,207",> 100%
State,Illinois,All,2016-17,10,9.4,13,200,"2,267",> 100%
State,Illinois,All,2016-17,11,7.5,22,142,"2,191",> 100%
State,Illinois,All,2016-17,12,8.1,13,172,"2,288",> 100%
State,Illinois,All,2016-17,13,6.6,5,140,"2,191",> 100%
State,Illinois,All,2016-17,14,7.2,7,148,"2,146",> 100%
State,Illinois,All,2016-17,15,8,12,163,"2,177",> 100%
State,Illinois,All,2016-17,16,7.7,6,149,"2,006",98.5%
State,Illinois,All,2016-17,17,7,3,137,"2,006",98.5%
State,Illinois,All,2016-17,18,6.3,2,123,"1,978",97.1%
State,Illinois,All,2016-17,19,5.9,1,119,"2,022",99.2%
State,Illinois,All,2016-17,20,6.5,1,136,"2,098",> 100%
State,Illinois,All,2016-17,21,6,0,121,"2,002",98.3%
State,Illinois,All,2016-17,22,5.9,1,117,"2,002",98.3%
State,Illinois,All,2016-17,23,5.8,3,114,"2,004",98.4%
State,Illinois,All,2016-17,24,6,0,116,"1,928",94.6%
State,Illinois,All,2016-17,25,6.3,1,120,"1,935",95%
State,Illinois,All,2016-17,26,5.7,0,107,"1,880",92.3%
State,Illinois,All,2016-17,27,6.1,1,118,"1,956",96%
State,Illinois,All,2016-17,28,5.5,0,105,"1,926",94.5%
State,Illinois,All,2016-17,29,5.1,1,97,"1,914",93.9%
State,Illinois,All,2016-17,30,5.8,1,109,"1,908",93.6%
State,Illinois,All,2016-17,31,4.9,0,96,"1,944",95.4%
State,Illinois,All,2016-17,32,4.9,0,97,"1,982",97.3%
State,Illinois,All,2016-17,33,5.2,0,101,"1,945",95.5%
State,Illinois,All,2016-17,34,5.9,1,113,"1,938",95.1%
State,Illinois,All,2016-17,35,4.9,1,94,"1,920",94.2%
State,Illinois,All,2016-17,36,5.7,1,113,"2,007",98.5%
State,Illinois,All,2016-17,37,5,1,105,"2,101",> 100%
State,Illinois,All,2016-17,38,6.4,0,133,"2,079",> 100%
State,Illinois,All,2016-17,39,5.3,0,107,"2,000",98.2%
State,Illinois,All,2017-18,40,5.6,1,114,"2,070",> 100%
State,Illinois,All,2017-18,41,6.1,0,116,"1,895",93%
State,Illinois,All,2017-18,42,5.8,2,113,"1,967",96.5%
State,Illinois,All,2017-18,43,6.2,0,127,"2,054",> 100%
State,Illinois,All,2017-18,44,5.3,2,110,"2,096",> 100%
State,Illinois,All,2017-18,45,5.3,1,110,"2,091",> 100%
State,Illinois,All,2017-18,46,5.8,2,124,"2,167",> 100%
State,Illinois,All,2017-18,47,5.2,1,108,"2,099",> 100%
State,Illinois,All,2017-18,48,6.1,3,129,"2,161",> 100%
State,Illinois,All,2017-18,49,5.2,2,116,"2,282",> 100%
State,Illinois,All,2017-18,50,7.5,13,155,"2,231",> 100%
State,Illinois,All,2017-18,51,7,18,141,"2,272",> 100%
State,Illinois,All,2017-18,52,9.4,45,188,"2,479",> 100%
State,Illinois,All,2017-18,1,10.7,69,215,"2,659",> 100%
State,Illinois,All,2017-18,2,11.4,72,242,"2,745",> 100%
State,Illinois,All,2017-18,3,10.6,76,191,"2,529",> 100%
State,Illinois,All,2017-18,4,10.3,63,195,"2,507",> 100%
State,Illinois,All,2017-18,5,9.1,50,154,"2,245",> 100%
State,Illinois,All,2017-18,6,8.7,33,169,"2,322",> 100%
State,Illinois,All,2017-18,7,8.2,34,152,"2,262",> 100%
State,Illinois,All,2017-18,8,8.7,33,168,"2,323",> 100%
State,Illinois,All,2017-18,9,7.9,15,159,"2,201",> 100%
State,Illinois,All,2017-18,10,7.9,18,150,"2,134",> 100%
State,Illinois,All,2017-18,11,7,10,141,"2,161",> 100%
State,Illinois,All,2017-18,12,7.2,13,147,"2,236",> 100%
State,Illinois,All,2017-18,13,7.8,8,157,"2,105",> 100%
State,Illinois,All,2017-18,14,6.8,9,139,"2,169",> 100%
State,Illinois,All,2017-18,15,6.8,9,139,"2,170",> 100%
State,Illinois,All,2017-18,16,6.4,7,127,"2,104",> 100%
State,Illinois,All,2017-18,17,5.8,5,120,"2,151",> 100%
State,Illinois,All,2017-18,18,5.9,5,126,"2,202",> 100%
State,Illinois,All,2017-18,19,5.4,2,104,"1,953",95.9%
State,Illinois,All,2017-18,20,6.1,1,117,"1,941",95.3%
State,Illinois,All,2017-18,21,5.3,2,100,"1,937",95.1%
State,Illinois,All,2017-18,22,5.3,0,106,"1,988",97.6%
State,Illinois,All,2017-18,23,5.5,0,106,"1,926",94.5%
State,Illinois,All,2017-18,24,5,0,97,"1,936",95%
State,Illinois,All,2017-18,25,4.9,0,95,"1,933",94.9%
State,Illinois,All,2017-18,26,4.9,0,98,"1,982",97.3%
State,Illinois,All,2017-18,27,5.8,1,110,"1,914",93.9%
State,Illinois,All,2017-18,28,5.1,0,103,"2,009",98.6%
State,Illinois,All,2017-18,29,5,1,99,"1,987",97.5%
State,Illinois,All,2017-18,30,5.5,0,107,"1,963",96.3%
State,Illinois,All,2017-18,31,5.2,0,102,"1,959",96.1%
State,Illinois,All,2017-18,32,6.2,0,117,"1,891",92.8%
State,Illinois,All,2017-18,33,5.3,0,100,"1,883",92.4%
State,Illinois,All,2017-18,34,5.2,2,99,"1,941",95.3%
State,Illinois,All,2017-18,35,5.5,0,108,"1,970",96.7%
State,Illinois,All,2017-18,36,4.8,0,96,"1,988",97.6%
State,Illinois,All,2017-18,37,5.4,0,108,"2,004",98.4%
State,Illinois,All,2017-18,38,5.8,1,118,"2,036",99.9%
State,Illinois,All,2017-18,39,4.7,1,94,"2,035",99.9%
State,Illinois,All,2018-19,40,5.4,0,113,"2,090",> 100%
State,Illinois,All,2018-19,41,5.2,0,103,"1,986",97.5%
State,Illinois,All,2018-19,42,4.9,1,102,"2,111",> 100%
State,Illinois,All,2018-19,43,5.2,0,106,"2,049",> 100%
State,Illinois,All,2018-19,44,4.1,1,86,"2,130",> 100%
State,Illinois,All,2018-19,45,5.2,0,111,"2,120",> 100%
State,Illinois,All,2018-19,46,5.5,0,114,"2,076",> 100%
State,Illinois,All,2018-19,47,4.8,0,103,"2,164",> 100%
State,Illinois,All,2018-19,48,5.7,1,119,"2,110",> 100%
State,Illinois,All,2018-19,49,6.1,4,126,"2,143",> 100%
State,Illinois,All,2018-19,50,5.9,1,128,"2,190",> 100%
State,Illinois,All,2018-19,51,6.2,4,126,"2,088",> 100%
State,Illinois,All,2018-19,52,7,5,141,"2,090",> 100%
State,Illinois,All,2018-19,1,6.2,7,133,"2,245",> 100%
State,Illinois,All,2018-19,2,6.8,9,140,"2,178",> 100%
State,Illinois,All,2018-19,3,6.7,9,139,"2,202",> 100%
State,Illinois,All,2018-19,4,7.6,7,161,"2,220",> 100%
State,Illinois,All,2018-19,5,7.1,5,156,"2,255",> 100%
State,Illinois,All,2018-19,6,7.6,8,170,"2,351",> 100%
State,Illinois,All,2018-19,7,7.6,14,155,"2,226",> 100%
State,Illinois,All,2018-19,8,6.8,9,140,"2,186",> 100%
State,Illinois,All,2018-19,9,6.7,11,136,"2,181",> 100%
State,Illinois,All,2018-19,10,6.2,13,124,"2,198",> 100%
State,Illinois,All,2018-19,11,7.3,25,136,"2,219",> 100%
State,Illinois,All,2018-19,12,8.5,18,163,"2,121",> 100%
State,Illinois,All,2018-19,13,7.6,12,150,"2,138",> 100%
State,Illinois,All,2018-19,14,7,10,143,"2,177",> 100%
State,Illinois,All,2018-19,15,5.3,8,99,"2,032",99.7%
State,Illinois,All,2018-19,16,6,7,118,"2,098",> 100%
State,Illinois,All,2018-19,17,6,4,118,"2,045",> 100%
State,Illinois,All,2018-19,18,6.1,2,122,"2,044",> 100%
State,Illinois,All,2018-19,19,5.3,4,105,"2,055",> 100%
State,Illinois,All,2018-19,20,6.6,2,136,"2,076",> 100%
State,Illinois,All,2018-19,21,5.3,1,110,"2,092",> 100%
State,Illinois,All,2018-19,22,6.4,1,130,"2,053",> 100%
State,Illinois,All,2018-19,23,5.9,2,118,"2,050",> 100%
State,Illinois,All,2018-19,24,5.8,0,112,"1,945",95.5%
State,Illinois,All,2018-19,25,5.8,0,116,"1,991",97.7%
State,Illinois,All,2018-19,26,5.6,0,109,"1,951",95.8%
State,Illinois,All,2018-19,27,6,0,119,"1,997",98%
State,Illinois,All,2018-19,28,5.6,0,107,"1,927",94.6%
State,Illinois,All,2018-19,29,4.9,0,97,"1,998",98.1%
State,Illinois,All,2018-19,30,5.1,0,98,"1,932",94.8%
State,Illinois,All,2018-19,31,5.1,0,102,"1,983",97.3%
State,Illinois,All,2018-19,32,4.5,0,87,"1,928",94.6%
State,Illinois,All,2018-19,33,4.9,0,94,"1,916",94%
State,Illinois,All,2018-19,34,5.6,1,109,"1,954",95.9%
State,Illinois,All,2018-19,35,4.7,0,93,"1,958",96.1%
State,Illinois,All,2018-19,36,5.2,0,99,"1,902",93.3%
State,Illinois,All,2018-19,37,4.9,0,98,"2,000",98.2%
State,Illinois,All,2018-19,38,6.8,0,139,"2,037",100%
State,Illinois,All,2018-19,39,5.7,0,119,"2,070",> 100%
State,Illinois,All,2019-20,40,6.3,0,127,"2,021",99.2%
State,Illinois,All,2019-20,41,5.7,1,119,"2,105",> 100%
State,Illinois,All,2019-20,42,5.6,0,122,"2,184",> 100%
State,Illinois,All,2019-20,43,4.8,0,105,"2,190",> 100%
State,Illinois,All,2019-20,44,5.6,1,114,"2,070",> 100%
State,Illinois,All,2019-20,45,5.2,2,112,"2,186",> 100%
State,Illinois,All,2019-20,46,5,1,108,"2,182",> 100%
State,Illinois,All,2019-20,47,5.3,0,110,"2,081",> 100%
State,Illinois,All,2019-20,48,5.4,2,113,"2,143",> 100%
State,Illinois,All,2019-20,49,5.8,1,123,"2,146",> 100%
State,Illinois,All,2019-20,50,5.9,2,126,"2,180",> 100%
State,Illinois,All,2019-20,51,5.8,3,122,"2,149",> 100%
State,Illinois,All,2019-20,52,6,4,130,"2,238",> 100%
State,Illinois,All,2019-20,1,6.5,3,145,"2,261",> 100%
State,Illinois,All,2019-20,2,7.4,13,158,"2,318",> 100%
State,Illinois,All,2019-20,3,6.6,7,146,"2,307",> 100%
State,Illinois,All,2019-20,4,8,18,164,"2,288",> 100%
State,Illinois,All,2019-20,5,8.1,18,161,"2,212",> 100%
State,Illinois,All,2019-20,6,7.4,10,160,"2,303",> 100%
State,Illinois,All,2019-20,7,6.9,13,144,"2,267",> 100%
State,Illinois,All,2019-20,8,7.1,15,148,"2,286",> 100%
State,Illinois,All,2019-20,9,7.2,21,144,"2,292",> 100%
State,Illinois,All,2019-20,10,8.9,28,175,"2,293",> 100%
State,Illinois,All,2019-20,11,8.5,21,169,"2,225",> 100%
State,Illinois,All,2019-20,12,8.5,22,178,"2,345",> 100%
State,Illinois,All,2019-20,13,10.7,16,234,"2,331",> 100%
State,Illinois,All,2019-20,14,13.9,6,363,"2,650",> 100%
State,Illinois,All,2019-20,15,14.6,5,413,"2,865",> 100%
State,Illinois,All,2019-20,16,16.9,5,476,"2,845",> 100%
State,Illinois,All,2019-20,17,13.8,2,379,"2,767",> 100%
State,Illinois,All,2019-20,18,13.6,0,310,"2,277",> 100%
State,Illinois,All,2019-20,19,7.7,0,97,"1,264",62%
